Authority,Paid date,Document number,Gross,VAT,Net,Supplier,Directorate,GL description
Salford City Council,26/01/2023,6003643191,2424.26,0.00,2424.26,Wilds Of Oldham,Place Directorate,Equipment Purchase
Salford City Council,27/01/2023,1600703363,2238.18,373.03,1865.15,Advanced Child Care Assessments Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,27/01/2023,1600703348,833.77,138.96,694.81,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,27/01/2023,1600703350,835.58,139.26,696.32,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,27/01/2023,1600703347,838.15,139.69,698.46,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,27/01/2023,1600703349,926.99,154.50,772.49,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,27/01/2023,1600703346,1111.19,185.20,925.99,Aggregates Industries Uk Ltd,Place Directorate,Materials
Salford City Council,27/01/2023,1600703339,11148.00,0.00,11148.00,Aim Habonim-Nursery,People (Childrens) Service Group,Release of Provision
Salford City Council,27/01/2023,1600702890,850.40,141.73,708.67,Altitude Services Ltd,Place Directorate,Contractors
Salford City Council,27/01/2023,1600703362,5121.55,853.59,4267.96,Altitude Services Ltd,Place Directorate,Contractors
Salford City Council,27/01/2023,1600703351,1410.00,235.00,1175.00,Applewood Data Services Ltd,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,27/01/2023,6003643707,2259.60,0.00,2259.60,Berkeley Scott Ltd,Place Directorate,Agency Fees
Salford City Council,27/01/2023,1600703381,13351.00,0.00,13351.00,Birtenshaw Hall,People (Childrens) Service Group,Payments to Agencies
Salford City Council,27/01/2023,1600702987,38860.83,0.00,38860.83,Bnos Yisroel Schools Manchester Ltd,People (Childrens) Service Group,Release of Provision
Salford City Council,27/01/2023,6003643721,643.48,0.00,643.48,Booker Ltd - 38591314,People (Childrens) Service Group,Food and refreshments
Salford City Council,27/01/2023,6003643787,588.83,0.00,588.83,Brakes (Stored Cards),Service Reform (Corp Bus & Transform),Food and refreshments
Salford City Council,27/01/2023,6003643794,617.03,0.00,617.03,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,27/01/2023,6003643984,9173.34,0.00,9173.34,Care Direct Salford Ltd,People (Adults) - CHSC,Day Care
Salford City Council,27/01/2023,1600702875,20900.00,0.00,20900.00,Chaigeley Educational Foundation,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,27/01/2023,1600702873,18288.00,3048.00,15240.00,Coordinate Saas Ltd,People (Adults) - CHSC,Computer Software (no annual fee)
Salford City Council,27/01/2023,601481908,29026.24,4837.71,24188.53,Cushman& Wakefield Debenham Tie Lun,Capital Expenditure,Legal Fees
Salford City Council,27/01/2023,601481907,57426.53,9571.09,47855.44,Cushman& Wakefield Debenham Tie Lun,Capital Expenditure,Legal Fees
Salford City Council,27/01/2023,601481906,63520.79,10586.80,52933.99,Cushman& Wakefield Debenham Tie Lun,Capital Expenditure,Legal Fees
Salford City Council,27/01/2023,601481903,70851.96,11808.66,59043.30,Cushman& Wakefield Debenham Tie Lun,Capital Expenditure,Legal Fees
Salford City Council,27/01/2023,1600703338,8333.33,0.00,8333.33,Ed Start Specialist Education Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,27/01/2023,1600702895,12902.40,2150.40,10752.00,Exclusec Group Ltd,Capital Expenditure,External Fees - Other
Salford City Council,27/01/2023,1600703353,937.44,156.24,781.20,George Parish & Sons Ltd,Place Directorate,Refuse Disposal
Salford City Council,27/01/2023,1600703354,1015.20,169.20,846.00,George Parish & Sons Ltd,Place Directorate,Refuse Disposal
Salford City Council,27/01/2023,1600703355,1566.60,261.10,1305.50,George Parish & Sons Ltd,Place Directorate,Refuse Disposal
Salford City Council,27/01/2023,1600703337,2600.55,0.00,2600.55,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,27/01/2023,1600703336,5405.08,0.00,5405.08,Greater Manchester Combined,Capital Expenditure,Other Works
Salford City Council,27/01/2023,1600703283,543.60,90.60,453.00,Ijm Electrical Contractors Ltd,People (Childrens) Service Group,UV Day to Day Repairs
Salford City Council,27/01/2023,1600702985,1244.88,207.48,1037.40,Ijm Electrical Contractors Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,27/01/2023,6003643982,15995.07,0.00,15995.07,M & N Bland,People (Adults) - CHSC,Day Care
Salford City Council,27/01/2023,1600702837,24679.95,0.00,24679.95,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,27/01/2023,1600702836,73519.94,12253.32,61266.62,Manchester City Council,Service Reform (Corp Bus & Transform),Legal Fees
Salford City Council,27/01/2023,1600703335,4550.00,0.00,4550.00,Mifa Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,27/01/2023,601481909,49750.00,0.00,49750.00,Peel Media Facilities Ltd,Place Directorate,Payments to Voluntary Organisations
Salford City Council,27/01/2023,1600701619,1523.76,253.96,1269.80,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,27/01/2023,1600701535,10857.74,1809.62,9048.12,Phoenix Software Ltd,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,27/01/2023,1600703374,-1424.24,0.00,-1424.24,Places For People Living+ Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,27/01/2023,1600702844,11992.50,0.00,11992.50,Places For People Living+ Ltd,People (Childrens) Service Group,Payments to Registered Social Landlords
Salford City Council,27/01/2023,1600702843,15337.00,0.00,15337.00,Places For People Living+ Ltd,People (Childrens) Service Group,Payments to Registered Social Landlords
Salford City Council,27/01/2023,6003643403,7646.23,0.00,7646.23,Redacted Data,People (Adults) - CHSC,Payment to social care clients
Salford City Council,27/01/2023,6003643981,8207.33,0.00,8207.33,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,27/01/2023,6003643541,12439.28,0.00,12439.28,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,27/01/2023,6003643550,12439.28,0.00,12439.28,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,27/01/2023,6003643985,13299.87,0.00,13299.87,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,27/01/2023,6003643407,15483.58,0.00,15483.58,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,27/01/2023,6003643986,21395.27,0.00,21395.27,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,27/01/2023,6003643987,27192.68,0.00,27192.68,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,27/01/2023,6003643983,31993.76,0.00,31993.76,Redacted Data,People (Adults) - CHSC,Home Helps
Salford City Council,27/01/2023,601481885,31679.33,0.00,31679.33,Reed Specialist Recruitment Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,27/01/2023,1600702922,13500.00,2250.00,11250.00,Reed Talent Solutions,People (Childrens) Service Group,Agency Fees
Salford City Council,27/01/2023,1600703344,702.72,117.12,585.60,Saint-Gobain Building Distribution,Place Directorate,Materials
Salford City Council,27/01/2023,1600700162,837.84,139.64,698.20,Salford Community Leisure Ltd,Public Health,Payments to Agencies
Salford City Council,27/01/2023,1600703341,1856.00,0.00,1856.00,Salford Community Leisure Ltd,People (Childrens) Service Group,Other Professional Fees
Salford City Council,27/01/2023,1600702599,604.80,100.80,504.00,Schofield & Sons Ltd,Place Directorate,UV Day to Day Repairs
Salford City Council,27/01/2023,601325135,6608.00,0.00,6608.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,27/01/2023,601325134,10920.00,0.00,10920.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,27/01/2023,601325133,11894.00,0.00,11894.00,Schools Direct,People (Childrens) Service Group,Pupil Assistance
Salford City Council,27/01/2023,1600702879,465193.99,0.00,465193.99,Seddon Construction Ltd,Capital Expenditure,Other Works
Salford City Council,27/01/2023,1600702881,500663.65,0.00,500663.65,Seddon Construction Ltd,Capital Expenditure,Other Works
Salford City Council,27/01/2023,1600703357,9900.00,0.00,9900.00,St. Vincent'S School For The Blind,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,27/01/2023,1600702847,35737.51,0.00,35737.51,T/A Etz Chaim Boys School,People (Childrens) Service Group,Release of Provision
Salford City Council,27/01/2023,1600703332,2392.00,0.00,2392.00,The Citywall Project Community Inte,People (Childrens) Service Group,Pupil Assistance
Salford City Council,27/01/2023,601481899,14500.00,0.00,14500.00,The Citywall Project Community Inte,People (Childrens) Service Group,Other Professional Fees
Salford City Council,27/01/2023,1600702912,27828.52,0.00,27828.52,The Womens Organisation,Place Directorate,Grants - Externally Funded
Salford City Council,27/01/2023,1600703366,1836.00,306.00,1530.00,Trest,Place Directorate,Vehicle annual contract Hire (vms)
Salford City Council,27/01/2023,1600703352,4050.00,675.00,3375.00,Viatec (Uk) Ltd,Place Directorate,Materials
Salford City Council,27/01/2023,1600701789,3240.00,540.00,2700.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,27/01/2023,1600701585,6480.00,1080.00,5400.00,Vivid Resourcing,Place Directorate,Agency Fees
Salford City Council,27/01/2023,601481898,810.90,135.15,675.75,Vsc Plus Ltd,People (Childrens) Service Group,Other Professional Fees
Salford City Council,27/01/2023,1600703368,22890.00,0.00,22890.00,Witherslack Group Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,27/01/2023,1600703369,22916.00,0.00,22916.00,Witherslack Group Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,27/01/2023,1600703370,26492.00,0.00,26492.00,Witherslack Group Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,27/01/2023,1600703367,27162.40,0.00,27162.40,Witherslack Group Ltd,People (Childrens) Service Group,Non-Maintained Special Schools
Salford City Council,27/01/2023,601481904,780.00,0.00,780.00,You Can Community Club Hq,Place Directorate,Payments to Voluntary Organisations
Salford City Council,30/01/2023,1600703504,528.42,88.07,440.35,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,30/01/2023,601481977,1063.80,0.00,1063.80,Auntie Stephs Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,30/01/2023,601481978,964.60,0.00,964.60,Beltodam Ltd T/A Early Learning Chi,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,30/01/2023,601481981,934.50,0.00,934.50,Broughton Jewish C F Academy,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,30/01/2023,601481987,3000.00,500.00,2500.00,Capita Property & Infrastructure ,Place Directorate,Other Professional Fees
Salford City Council,30/01/2023,601481980,506.88,0.00,506.88,Care Chiefs,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,30/01/2023,6003644380,599.20,0.00,599.20,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644334,1204.00,0.00,1204.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644338,1204.00,0.00,1204.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644375,1204.00,0.00,1204.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644405,1204.00,0.00,1204.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644328,1484.00,0.00,1484.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644335,1484.00,0.00,1484.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644361,1484.00,0.00,1484.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644377,2145.00,0.00,2145.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644398,2275.00,0.00,2275.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644400,2996.00,0.00,2996.00,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644387,13908.44,0.00,13908.44,Divrse Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,6003644397,1484.00,0.00,1484.00,Divrse P1 Ltd,People (Adults) - CHSC,Rents
Salford City Council,30/01/2023,1600703417,721.00,0.00,721.00,Door Repair Service  Ltd,Place Directorate,UV Minor Decoration and Flooring
Salford City Council,30/01/2023,1600703402,624.88,104.15,520.73,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,30/01/2023,1600703400,930.52,155.09,775.43,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,30/01/2023,1600703401,1067.80,177.97,889.83,Eccles Special High Schools Co Ltd,People (Childrens) Service Group,Unitary Charge
Salford City Council,30/01/2023,1600703496,1348.80,224.80,1124.00,Eco Air Control Ltd,Service Reform (Corp Bus & Transform),Equipment Maintenance
Salford City Council,30/01/2023,1600703398,610.00,0.00,610.00,Horticon Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,30/01/2023,1600703420,890.00,0.00,890.00,Horticon Ltd,Capital Expenditure,Payments to Contractors - Improvements
Salford City Council,30/01/2023,1600703345,3467.52,577.92,2889.60,Instarmac Group Plc,Place Directorate,Materials
Salford City Council,30/01/2023,1600703434,941.47,156.91,784.56,J Fletcher Engineers Ltd,People (Childrens) Service Group,UV Heating Repairs
Salford City Council,30/01/2023,1600703433,1300.00,216.67,1083.33,J Fletcher Engineers Ltd,Capital Expenditure,Works & Building
Salford City Council,30/01/2023,1600703426,1584.00,264.00,1320.00,J Fletcher Engineers Ltd,Place Directorate,UV Air conditioning and handling
Salford City Council,30/01/2023,1600703387,1200.00,200.00,1000.00,L123 Ltd T/A Veriserv,Place Directorate,UV Programmed Repairs
Salford City Council,30/01/2023,1600703385,3900.00,0.00,3900.00,Mds Mini Buses (Manchester) Ltd,People (Childrens) Service Group,Pupil Assistance
Salford City Council,30/01/2023,601481938,576.00,96.00,480.00,Mr Mike Smith T/A Strand Refrigerat,Place Directorate,delegated kitchen formula
