Organisation name,Organisation Code,Effective date,Directorate / service where expenditure incurred,Service Category label,Service category URI,Supplier (Beneficiary) name,Local supplier (beneficiary) internal reference,Supplier,Supplier registered charity number,VCSE grant,Payment date - G/L Date,Transaction number,Net Amount,Irrecoverable VAT,purpose_of_spend,Procurement classification / merchant category: Council’s procurement category name,Procurement classification / merchant category: CPV label,Procurement classification / merchant category: CPV code,Procurement classification / merchant category: Proclass label,Procurement classification / merchant category: Proclass code,card_transaction,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,IKEA LTD SHOP ONLINE,0,,,,29/09/2023,11190565585,265.00,,Furniture,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,MARKS & SPENCER SACA,0,,,,30/09/2023,11190565485,15.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Financial Management,Company & Bid Costs,,DSA RETAILERS LIMITED,0,,,,29/09/2023,11190565661,1.66,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,MONDAY.COM,0,,,,01/10/2023,11190565665,309.60,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,SumUp   Levers Estates,0,,,,29/09/2023,11190565673,235.00,,Client travelling expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,SumUp   Taxi,0,,,,29/09/2023,11190565595,25.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,MIRO.COM,0,,,,29/09/2023,11190565659,10.20,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,WWW.ARGOS.CO.UK,0,,,,29/09/2023,11190565667,-355.00,,Holding Account : ASC : Client cash bala,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,ACTUAL FIRST AID LTD,0,,,,28/09/2023,11182400377,300.00,,Training related expenditure,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Chief Information Officer,Evolution & Operations,,SP MOUS UK,0,,,,28/09/2023,11182400497,49.95,,Purchase of IT Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SAINSBURYS S/MKTS,0,,,,28/09/2023,11182400463,37.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Substance Misuse/Offender Hlth Commissng,Substance Misuse/Offender Hlth Commissng,,GAILS - KINGS ROAD,0,,,,28/09/2023,11182400475,6.90,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,GETT,0,,,,28/09/2023,11182400451,25.59,,Section 17 : Travel,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,MCDONALDS 1635/PADDING,0,,,,27/09/2023,11182400459,9.97,,Non:Staff Subsistence and Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,LNER ONLINE,0,,,,28/09/2023,11182400453,211.80,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,SAINSBURYS S/MKTS,0,,,,28/09/2023,11182400471,5.40,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,WWW.ARGOS.CO.UK,0,,,,28/09/2023,11182400461,211.95,,Furniture,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,LAC Leaving Care,,BUGGSI SUPERMARKET,0,,,,28/09/2023,11182400465,40.83,,Electricity,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,0,,,,28/09/2023,11182400473,9.91,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,SumUp   Fit For Life Y,0,,,,28/09/2023,11182400447,35.00,,Training related expenditure,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,LNER ONLINE,0,,,,28/09/2023,11182400455,192.60,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Standards,,POST OFFICE COUNTER,0,,,,28/09/2023,11182400481,6.20,,Postage and Delivery,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,GETT,0,,,,28/09/2023,11182400449,7.00,,Section 17 : Travel,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,MCDONALDS 6,0,,,,27/09/2023,11182400457,6.74,,Non:Staff Subsistence and Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,School Standards,,RYMAN 1175,0,,,,28/09/2023,11182400483,9.98,,"Educational Supplies, Stationery & Mater",,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Substance Misuse/Offender Hlth Commissng,Substance Misuse/Offender Hlth Commissng,,PRET A MANGER,0,,,,28/09/2023,11182400477,6.70,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,ACTUAL FIRST AID LTD,0,,,,28/09/2023,11182400379,300.00,,Training related expenditure,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,WWW.ARGOS.CO.UK,0,,,,28/09/2023,11182400479,188.95,,Holding Account : ASC : Client cash bala,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,VOUCHER EXPRESS,0,,,,28/09/2023,11182400443,30.00,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,CO-OP GROUP FOOD,0,,,,28/09/2023,11182400467,15.80,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,STARBUCKS,0,,,,28/09/2023,11182400469,10.50,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,CANNONS - KENSINGTON,0,,,,28/09/2023,11182400381,42.00,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,ZOOM.US 888-799-9666,0,,,,29/09/2023,11182400389,109.62,,Telephone : Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,TESCO STORES 6837,0,,,,28/09/2023,11182400383,9.05,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Business Improvement,,ASANA.COM,0,,,,28/09/2023,11182400391,128.45,,Purchase of IT Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,Premier Inn,0,,,,27/09/2023,11182400397,200.96,,Section 17 : Other,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,LUL TICKET MACHINE,,,,,28/09/2023,11182400399,10.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Fostering and Adoption,,LUL TICKET MACHINE,0,,,,28/09/2023,11182400491,85.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Health Partnership,Head of Service CIS,,WWW.WEAREFAIRGAME.COM,0,,,,28/09/2023,11182400499,210.00,,Training related expenditure,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Audit, Risk, Fraud and Insurance",Strategic Procurement,,AMZNBUSINESS 1K5D85KR4,0,,,,28/09/2023,11182400385,165.83,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Social Investment and Property,Corporate Property,,TIMPSON LTD,0,,,,28/09/2023,11182400393,27.08,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,JEROBOAMS SHOPS LIMITE,0,,,,28/09/2023,11182400387,52.06,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,Amazon Prime 1K4R22074,0,,,,28/09/2023,11182400395,7.49,,Marketing costs,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Temporary Accommodation & Resettlement,,URBAN STAY,0,,,,28/09/2023,11182400403,"2,280.00",,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,BOLT.EU/B/2309282026,0,,,,28/09/2023,11182400411,16.30,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Libraries & Archives,Libraries,,AMZNMktplace,0,,,,28/09/2023,11182400419,24.98,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,TFL TRAVEL CH,0,,,,27/09/2023,11182400405,5.10,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,BOLT.EU/B/2309290151,0,,,,29/09/2023,11182400413,23.60,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,MOJ OSPT ECOM,,,,,28/09/2023,11182400421,40.00,,Payment to Government Departments,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Grenfell Recovery,Bereaved and Survivors,,POST OFFICE COUNTER,0,,,,28/09/2023,11182400407,15.60,,Postage and Delivery,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,ROYAL MAIL GROUP LTD,0,,,,28/09/2023,11182400415,4.15,,Postage and Delivery,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Integrated Commissioning,Head of Service Commissioning,,DHL PARCEL UK,0,,,,28/09/2023,11182400429,13.99,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,BROMCOM COMPUTERS PLC,0,,,,28/09/2023,11182400437,67.00,,Section 17 : Other,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Temporary Accommodation & Resettlement,,URBAN STAY,0,,,,28/09/2023,11182400401,"2,083.33",,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,AMZNMktplace,0,,,,28/09/2023,11182400409,285.40,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"Safeguarding, Review & Quality Assurance",,MASTER BUTCHER,0,,,,28/09/2023,11182400423,14.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Greener Living,,WWWMARSHALLSGARDENCOM,0,,,,28/09/2023,11182400485,36.65,,Day Activities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Fostering and Adoption,,LUL TICKET MACHINE,0,,,,28/09/2023,11182400493,85.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,QEQM COFFEE SHOP,0,,,,28/09/2023,11182400431,7.37,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,UBER    TRIP,0,,,,28/09/2023,11182400439,75.96,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"Safeguarding, Review & Quality Assurance",,TESCO STORES 4393,0,,,,28/09/2023,11182400425,1.17,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Leisure and Parks,,WWW.SCREWFIX.COM,0,,,,28/09/2023,11182400433,18.99,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Communities,Registrars Births Deaths and Marriages,,MARKS&SPENCER PLC,0,,,,28/09/2023,11182400441,406.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"Safeguarding, Review & Quality Assurance",,SAINSBURYS S/MKTS,0,,,,28/09/2023,11182400427,23.49,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,JD Sports Fashion PLC,0,,,,28/09/2023,11182400435,38.99,,Section 17 : Other,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Greener Living,,SUTTONS B2C ECOMM,0,,,,28/09/2023,11182400487,33.97,,Day Activities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Audit, Risk, Fraud and Insurance",Fraud,,TFL ROADCHG STDAUTOPAY,0,,,,27/09/2023,11182400495,97.50,,Parking and congestion charges,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Fostering and Adoption,,Trainline,0,,,,28/09/2023,11182400489,70.10,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,FIVE GUYS PORTOBELLO R,0,,,,28/09/2023,11182400445,25.40,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,GOOGLE  Google Play Ap,0,,,,27/11/2023,9294917176,8.99,,Section 17 : Other,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,0,,,,27/11/2023,9294917848,10.95,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,"UASC, Asylum LC and NRPF",,SAINSBURYS S/MKTS,,,,,27/11/2023,9294917402,4.28,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,TXW London Taxi 80650,0,,,,27/11/2023,9294917948,16.75,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Operations and Programmes,Short Breaks & Resources,,SAINSBURYS.CO.UK,0,,,,27/11/2023,9294917552,39.57,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Human Resources,HR Strategy and OD,,AMZNMKTPLACE,0,,,,27/11/2023,9294917576,13.53,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,HM Neighbourhood Services,,AMZNMktplace,0,,,,27/11/2023,9294917534,19.81,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,HMCTS WESTLONDON073,0,,,,27/11/2023,9294917678,81.00,,Payment to Government Departments,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SAINSBURYS S/MKTS,0,,,,27/11/2023,9294917734,1.50,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,WWW.BANHAM.CO.UK,0,,,,27/11/2023,9294917522,39.17,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,TESCO STORES 6109,0,,,,27/11/2023,9294917410,100.72,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Education,Early Years Service,,DISCLOSURE & BARRING,0,,,,26/11/2023,9294917412,13.00,,Payment to Government Departments,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service Care and Assessment RBKC,,VOUCHER EXPRESS,0,,,,27/11/2023,9294917406,30.00,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Human Resources,HR Strategy and OD,,AMZNMKTPLACE,0,,,,27/11/2023,9294917570,13.94,,Equipment,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,SAFESTAY HOLLAND PARK,0,,,,27/11/2023,9294917640,139.23,,Non:Staff Subsistence and Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,PAYPAL  ADDISONLEEL,0,,,,25/11/2023,9294917384,4.17,,Vehicle : Hire Charges,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Planning and Place,Development Management,,Amazon.co.uk HW81W71K4,,,,,27/11/2023,9294917656,14.98,,Marketing costs,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,SOCIALWORKENGLANDPAYME,0,,,,27/11/2023,9294917708,90.00,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Partners in Practice,,Premier Inn,0,,,,27/11/2023,9294917758,103.33,,Hire of Accommodation and Facilities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,GOOGLE  Google Play Ap,0,,,,27/11/2023,9294917154,17.99,,Section 17 : Other,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Children With Disabilities,,GOOGLE  Google Play Ap,0,,,,27/11/2023,9294917164,17.99,,Section 17 : Other,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Clinical Practice,,STARBUCKS,0,,,,27/11/2023,9294917436,7.20,,Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Customer Delivery,Assessments & Benefits,,WWW.WESTMINSTER.GOV.UK,0,,,,27/11/2023,9294917470,11.00,,Payment to Government Departments,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,GETT,0,,,,27/11/2023,9294917818,16.59,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Early Help and Social Work,,TESCO STORES 4393,0,,,,27/11/2023,9294917070,6.76,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,GETT,0,,,,27/11/2023,9294917820,19.99,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,Oyster Online,0,,,,27/11/2023,9294917430,40.00,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,TRAVELODG TRAVELODGE G,0,,,,27/11/2023,9294917484,882.25,,Hire of Accommodation and Facilities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,BOLT.EU/B/2311280137,0,,,,28/11/2023,9294917488,14.42,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Financial Management,Director of Financial Management,,TSGN,0,,,,27/11/2023,9294917840,24.80,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,SAINSBURYS S/MKTS,0,,,,27/11/2023,9294917074,4.50,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Libraries & Archives,Commercial and Business Support,,DELIVEROO,0,,,,27/11/2023,9294917782,12.27,,Day Activities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,0,,,,26/11/2023,9294917846,13.98,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Greener Living,,ONEBELOW,0,,,,27/11/2023,9294917914,21.50,,Day Activities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,"Cleaner, Greener and Cultural Services",Culture and Place,,AUTOPAGE LTD,,,,,27/11/2023,9294917052,278.59,,IT Software,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Family and Care Resources,,CO-OP GROUP 350002,0,,,,27/11/2023,9294917526,1.37,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Needs,Housing Solutions,,Zipcar UK Limited,0,,,,27/11/2023,9294917276,37.50,,Hired and Contracted Services,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Housing Management,Lanc West Estate,,UTILITA ENERGY LIMITED,0,,,,27/11/2023,9294917292,50.00,,Utilities,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Family Services,Social Work for Families,,SAINSBURYS S/MKTS,0,,,,27/11/2023,9294917928,9.70,,Food and Catering,,,,,,Yes,,,,
The Royal Borough of Kensington and Chelsea,RBKC,,Director Adult Social Care,Head of Service - MH BiBorough,,UBER    TRIP,0,,,,27/11/2023,9294917850,8.94,,Staff and Volunteer Travel Expenses,,,,,,Yes,,,,
