BODY,NAME,EXPENSE AREA,EXPENSE TYPE,REFERENCE,DATE,AMOUNT
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,1818
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,2424
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,-464.61
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,-289.78
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,4424
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,-1397.26
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,574
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,574
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,RUNWOOD HOMES LTD,Supporting People - Independent Sector Residential,11618458,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,1098.55
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,3324.72
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,-756.58
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,4183.68
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,1471.71
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,-1203.78
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,-552.23
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,622
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,-121.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,-91.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,LOGINI CARE CONTRACTS LTD,Supporting People - Independent Sector Residential,11618459,45111,-181.42
Rotherham Metropolitan Borough Council,Adult Care & Housing,BELZ CARE LIMITED,Supporting People - Independent Sector Residential,11618461,45111,645.75
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,2197.1
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,622
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,-258.52
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,2240.82
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,18222.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,-177.33
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,-4644.06
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,1818
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,-638.29
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,3160
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,632
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,-1651.61
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,634.25
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,690
Rotherham Metropolitan Borough Council,Adult Care & Housing,BYRON LODGE (WEST MELTON) LTD,Supporting People - Independent Sector Residential,11618462,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,HF TRUST LTD,Supporting People - Independent Sector Residential,11618463,45111,920.66
Rotherham Metropolitan Borough Council,Adult Care & Housing,HF TRUST LTD,Supporting People - Independent Sector Residential,11618463,45111,-110.41
Rotherham Metropolitan Borough Council,Adult Care & Housing,LINKAGE COMMUNITY TRUST LTD,Supporting People - Independent Sector Residential,11618466,45111,3307.22
Rotherham Metropolitan Borough Council,Adult Care & Housing,LINKAGE COMMUNITY TRUST LTD,Supporting People - Independent Sector Residential,11618466,45111,-277.75
Rotherham Metropolitan Borough Council,Adult Care & Housing,AUTISM EAST MIDLANDS,Supporting People - Independent Sector Residential,11618467,45111,1411.46
Rotherham Metropolitan Borough Council,Adult Care & Housing,AUTISM EAST MIDLANDS,Supporting People - Independent Sector Residential,11618467,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,3636
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,-986.73
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,3161
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,1579
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,-929.49
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,-333.03
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,-120.05
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPHEN OLDALE AND SUSAN LEIGH (A PARTNE,Supporting People - Independent Sector Residential,11618468,45111,-171.08
Rotherham Metropolitan Borough Council,Adult Care & Housing,LITTLE ARCHES LTD,Supporting People - Independent Sector Residential,11618469,45111,3098.97
Rotherham Metropolitan Borough Council,Adult Care & Housing,LITTLE ARCHES LTD,Supporting People - Independent Sector Residential,11618469,45111,-345.47
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPS RESIDENTIAL CARE LTD,Supporting People - Independent Sector Residential,11618470,45111,37629.02
Rotherham Metropolitan Borough Council,Adult Care & Housing,STEPS RESIDENTIAL CARE LTD,Supporting People - Independent Sector Residential,11618470,45111,-2332.33
Rotherham Metropolitan Borough Council,Adult Care & Housing,NATIONAL NEUROLOGICAL CENTRE LTD,Supporting People - Independent Sector Residential,11618471,45111,2413.61
Rotherham Metropolitan Borough Council,Adult Care & Housing,NATIONAL NEUROLOGICAL CENTRE LTD,Supporting People - Independent Sector Residential,11618471,45111,-4.95
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,6666
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,1212
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,-1028.42
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,-234.31
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,4424
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,1264
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,-1601.59
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,1861.36
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,-56.84
Rotherham Metropolitan Borough Council,Adult Care & Housing,HILL CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618472,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,HERMES CARE LTD,Supporting People - Independent Sector Residential,11618473,45111,2636.52
Rotherham Metropolitan Borough Council,Adult Care & Housing,HERMES CARE LTD,Supporting People - Independent Sector Residential,11618473,45111,16804.92
Rotherham Metropolitan Borough Council,Adult Care & Housing,HERMES CARE LTD,Supporting People - Independent Sector Residential,11618473,45111,16194
Rotherham Metropolitan Borough Council,Adult Care & Housing,HERMES CARE LTD,Supporting People - Independent Sector Residential,11618473,45111,-12102.89
Rotherham Metropolitan Borough Council,Adult Care & Housing,HERMES CARE LTD,Supporting People - Independent Sector Residential,11618473,45111,1219.75
Rotherham Metropolitan Borough Council,Adult Care & Housing,MAURICARE LTD,Supporting People - Independent Sector Residential,11618474,45111,5454
Rotherham Metropolitan Borough Council,Adult Care & Housing,MAURICARE LTD,Supporting People - Independent Sector Residential,11618474,45111,-1657.03
Rotherham Metropolitan Borough Council,Adult Care & Housing,IVY COTTAGE (ACKTON) LTD,Supporting People - Independent Sector Residential,11618475,45111,1308.98
Rotherham Metropolitan Borough Council,Adult Care & Housing,MORLEY CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618476,45111,3428.09
Rotherham Metropolitan Borough Council,Adult Care & Housing,MORLEY CARE SERVICES LTD,Supporting People - Independent Sector Residential,11618476,45111,-159.96
Rotherham Metropolitan Borough Council,Adult Care & Housing,LINCOLNSHIRE HOUSE ASSOC. LTD,Supporting People - Independent Sector Residential,11618477,45111,1495.69
Rotherham Metropolitan Borough Council,Adult Care & Housing,LINCOLNSHIRE HOUSE ASSOC. LTD,Supporting People - Independent Sector Residential,11618477,45111,-120.8
Rotherham Metropolitan Borough Council,Adult Care & Housing,TREETON GRANGE LTD,Supporting People - Independent Sector Residential,11618479,45111,1098.55
Rotherham Metropolitan Borough Council,Adult Care & Housing,TREETON GRANGE LTD,Supporting People - Independent Sector Residential,11618479,45111,1244
Rotherham Metropolitan Borough Council,Adult Care & Housing,TREETON GRANGE LTD,Supporting People - Independent Sector Residential,11618479,45111,-286.21
Rotherham Metropolitan Borough Council,Adult Care & Housing,TREETON GRANGE LTD,Supporting People - Independent Sector Residential,11618479,45111,3110
Rotherham Metropolitan Borough Council,Adult Care & Housing,TREETON GRANGE LTD,Supporting People - Independent Sector Residential,11618479,45111,606
Rotherham Metropolitan Borough Council,Adult Care & Housing,TREETON GRANGE LTD,Supporting People - Independent Sector Residential,11618479,45111,-1108.24
Rotherham Metropolitan Borough Council,Adult Care & Housing,TREETON GRANGE LTD,Supporting People - Independent Sector Residential,11618479,45111,-246.43
Rotherham Metropolitan Borough Council,Adult Care & Housing,TREETON GRANGE LTD,Supporting People - Independent Sector Residential,11618479,45111,1212
