Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,
Reporting Period:   2,,,,,,
Start Date:  30 April 2023,,,,,,
End Date:   27 May 2023,,,,,,
Financial Year:  2023/24,,,,,,
,,,,,,
Entity,Vendor Name,Expenditure Account ,Document Number,Clearing Date,Amount (£),Merchant Category
LONDON UNDERGROUND LTD,HAWKER SIDDELEY SWITCHGEAR LTD,N/A,1005\5110253758,22 May 2023,305.00,
LONDON UNDERGROUND LTD,COMPUTACENTER PLC,Computer Consumables,1005\5110264771,24 May 2023,304.48,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017617,17 May 2023,304.40,
TFL CORPORATE,ASE CORPORATE EYECARE LTD,Miscellaneous Finance Expenses,1001\1900166286,03 May 2023,304.17,
LONDON UNDERGROUND LTD,ORBITAL FASTENERS LTD,Maintenance Materials,1005\5110271948,16 May 2023,304.05,
LUL NOMINEE SSL LIMITED,KONECRANES DEMAG UK LTD,Civil Engineering Construction Works,1031\5110263316,17 May 2023,304.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005\5110265513,24 May 2023,303.92,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017629,17 May 2023,303.61,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005\5110269568,24 May 2023,302.60,
LONDON UNDERGROUND LTD,ZENITH VEHICLE CONTRACTS LIMITED,Vehicle Operating Leases,1005\5110270477,26 May 2023,302.54,
RAIL FOR LONDON LIMITED,KENT COURIERS LTD,Staff Travel (Business Fares),1020\5110268854,25 May 2023,302.00,
VICTORIA COACH STATN LTD,AGENTIS WORKWEAR LTD,Uniforms,1008\5110269956,11 May 2023,301.89,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101158175,01 May 2023,301.70,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110264808,24 May 2023,301.70,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101161011,10 May 2023,301.40,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Electrical Equipment Maintenance,1005\5110259098,10 May 2023,301.14,
TTL PROPERTIES LTD,ASHURST LLP,Legal Fees,1040\5110274998,24 May 2023,301.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110264841,24 May 2023,300.36,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900258352,12 May 2023,300.30,
LONDON UNDERGROUND LTD,George & Dragon,Allowances,1005\1900258867,02 May 2023,300.00,
SURFACE TRANSPORT CORP,REDACTED,Professional & Academic Fees - Employees,1002\3000029208,05 May 2023,300.00,
TFL CORPORATE,HCA INTERNATIONAL LTD,Medical Reports,1001\1900168434,24 May 2023,300.00,
TFL CORPORATE,Fares S. Haddad,Medical Reports,1001\1900169618,26 May 2023,300.00,
LONDON UNDERGROUND LTD,SMALLBILLS GARAGE LTD,Vehicle Repairs & Maintenance,1005\5110272369,16 May 2023,300.00,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267300,24 May 2023,300.00,
LUL NOMINEE SSL LIMITED,KARAS PLATING LTD,Fleet stock issues,1031\5110258944,25 May 2023,300.00,
SURFACE TRANSPORT CORP,CAMDEN NEW JOURNAL,PR Cost Product Cost & PR Fees,1002\5110257406,10 May 2023,300.00,
TFL CORPORATE,JENNY GRIEVE,Management & Support Consultancy,1001\5110270511,12 May 2023,300.00,
TTL PROPERTIES LTD,THE CLEARWAY GROUP,Management & Support Consultancy,1040\5110270101,11 May 2023,300.00,
TRANSPORT TRADING LTD,EVERSHEDS,Legal Fees,1004\5110274171,19 May 2023,300.00,
LONDON UNDERGROUND LTD,ESSPEE FABRICATIONS LTD,Fleet,1005\5110272375,18 May 2023,300.00,
LUL NOMINEE SSL LIMITED,COMECH METROLOGY,Plant & Equipment Purchases,1031\5110267277,04 May 2023,300.00,
RAIL FOR LONDON LIMITED,ALSTOM ENGINEERING & SERVICES LTD,N/A,1020\5110263823,26 May 2023,300.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110269562,24 May 2023,299.90,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017708,24 May 2023,299.77,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110262289,17 May 2023,299.70,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110267696,24 May 2023,299.70,
LONDON UNDERGROUND LTD,CORPORATE DOCUMENT SERVICES LTD,Printing,1005\5110265612,03 May 2023,299.40,
TFL CORPORATE,THE KNOWLEDGE ACADEMY LIMITED,Staff Training,1001\5110258113,03 May 2023,299.00,
LONDON UNDERGROUND LTD,ENTERPRISE RENT-A-CAR,Vehicle Operating Leases,1005\5110267074,24 May 2023,298.77,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5110266047,24 May 2023,298.43,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260403,10 May 2023,298.30,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260406,10 May 2023,298.30,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110265015,23 May 2023,298.16,
LONDON UNDERGROUND LTD,E.ON NEXT ENERGY LTD,Electricity,1005\1900259759,19 May 2023,298.14,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Fleet,1005\5110271240,23 May 2023,298.01,
LONDON UNDERGROUND LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1005\5110264987,03 May 2023,298.00,
LONDON UNDERGROUND LTD,PABLON TOOLS LTD,Pumps & Drainage,1005\5110274827,24 May 2023,297.78,
LT MUSEUM TRADING LTD,JOHN AYREY DIE-CASTS LIMITED,LTM Purchase of Models for Resale,1024\1900023093,16 May 2023,297.76,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005\5110262395,17 May 2023,297.73,
LONDON UNDERGROUND LTD,SOUTH EAST SUPPLIES LTD,Furniture & Equipment,1005\5110275083,22 May 2023,297.61,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Office Cleaning,1005\5110264898,24 May 2023,297.60,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260358,10 May 2023,297.56,
TFL CORPORATE,SUPERHI,Staff Training,1001\3000045925,12 May 2023,297.51,8299
LONDON UNDERGROUND LTD,HIREMECH LTD,Track General Maintenance,1005\5110266585,05 May 2023,297.32,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5110259563,19 May 2023,297.24,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110259877,10 May 2023,297.00,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110259885,10 May 2023,297.00,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110267598,24 May 2023,297.00,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110258988,02 May 2023,296.85,
TFL CORPORATE,HAYLEY GROUP PLC,Protective Clothing,1001\5110263613,22 May 2023,296.74,
RAIL FOR LONDON LIMITED,REDACTED,Professional & Academic Fees - Employees,1020\3000004491,12 May 2023,296.72,
TRANSPORT TRADING LTD,COMPUTACENTER PLC,Computer Hardware,1004\5110263368,17 May 2023,296.53,
LONDON TRANSPORT MUSEUM,COMPACTORS DIRECT LTD,Non Recyclable Waste Disposal/Refuse Collection,1011\5110252957,12 May 2023,296.51,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Caterers Service Charges,1005\5110266144,24 May 2023,296.26,
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,N/A,1005\5110256744,22 May 2023,296.00,
LUL NOMINEE SSL LIMITED,KINGSBEECH LTD,N/A,1031\5110273674,24 May 2023,296.00,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110259507,10 May 2023,295.90,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260311,10 May 2023,295.63,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260977,10 May 2023,295.63,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017518,03 May 2023,295.16,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260649,10 May 2023,295.11,
LONDON UNDERGROUND LTD,RYGOR COMMERCIALS LTD,Vehicle Repairs & Maintenance,1005\5110272927,17 May 2023,295.00,
LONDON UNDERGROUND LTD,EVERSHEDS,Legal Fees,1005\5110265667,02 May 2023,295.00,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017555,10 May 2023,294.73,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017681,24 May 2023,294.73,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Protective Clothing,1020\5110276687,24 May 2023,294.70,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260380,10 May 2023,294.22,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005\5110262377,17 May 2023,294.00,
RFL (IINFRASTRUCTURE) LTD,RS COMPONENTS LTD,Fleet,1025\5110266971,03 May 2023,293.96,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110261805,17 May 2023,293.46,
LONDON UNDERGROUND LTD,THE STATIONERY WAREHOUSE,Stationery,1005\5110273534,19 May 2023,293.28,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260852,10 May 2023,293.23,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260981,10 May 2023,293.23,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260355,10 May 2023,292.24,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260359,10 May 2023,292.23,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110276334,25 May 2023,292.22,
LONDON UNDERGROUND LTD,L C SWITCHGEAR LTD,Electrical Equipment Maintenance,1005\5110262196,16 May 2023,292.16,
DIAL A RIDE,BIFFA WASTE SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1010\5110267702,24 May 2023,292.08,
DIAL A RIDE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1010\1900013089,03 May 2023,291.93,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005\1900259060,10 May 2023,291.43,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260976,10 May 2023,291.18,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110276132,23 May 2023,291.10,
TFL CORPORATE,Romi Navaratnam FRCS,Medical Reports,1001\1900166310,10 May 2023,291.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5110261806,17 May 2023,291.00,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260351,10 May 2023,290.88,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260309,10 May 2023,290.75,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260356,10 May 2023,290.75,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Printing,1005\5110255264,02 May 2023,290.60,
LONDON UNDERGROUND LTD,PORTAKABIN LTD,Maintenance Materials,1005\5110266537,26 May 2023,290.32,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900259291,26 May 2023,290.30,
LONDON UNDERGROUND LTD,I M KELLY RAIL LTD,Fleet,1005\5110262268,17 May 2023,290.25,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101161036,10 May 2023,290.00,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110266176,24 May 2023,290.00,
SURFACE TRANSPORT CORP,SKY HIGH PLC,Professional Engineering Services,1002\5110251179,17 May 2023,290.00,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,N/A,1031\5110255963,02 May 2023,289.89,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110276567,24 May 2023,289.80,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260353,10 May 2023,289.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260394,10 May 2023,289.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260404,10 May 2023,289.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260419,10 May 2023,289.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260421,10 May 2023,289.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260494,10 May 2023,289.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260795,10 May 2023,289.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260889,10 May 2023,289.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260892,10 May 2023,289.56,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260894,10 May 2023,289.56,
TFL CORPORATE,AGIITO LIMITED,Hotel Accommodation,1001\1900163507,12 May 2023,289.47,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005\5110259024,10 May 2023,289.46,
LONDON UNDERGROUND LTD,ACTIVAIR AUTOMATION LTD,N/A,1005\5110270403,18 May 2023,289.44,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Plant & Equipment Purchases,1033\5110266296,26 May 2023,289.40,
LONDON TRANSPORT MUSEUM,SAFETYLIFTINGEAR,Miscellaneous Costs,1011\3000005147,26 May 2023,289.16,7394
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5110276682,24 May 2023,288.75,
TFL CORPORATE,REDACTED,Hotel Accommodation,1001\3000045966,19 May 2023,288.59,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Staff Welfare Benefits,1005\5110269090,10 May 2023,288.00,
TFL CORPORATE,PRCA,Staff Training,1001\3000045931,12 May 2023,288.00,7392
TFL CORPORATE,HAYLEY GROUP PLC,Plant & Equipment Purchases,1001\5110262413,17 May 2023,287.77,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5110258406,10 May 2023,287.67,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005\5110258996,10 May 2023,287.50,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017533,03 May 2023,287.35,
TFL CORPORATE,HAYLEY GROUP PLC,Uniforms,1001\5110258353,10 May 2023,287.16,
LT MUSEUM TRADING LTD,PEN AND SWORD BOOKS LTD,Purchase of Books for Resale,1024\1900023074,24 May 2023,287.10,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005\5110265122,16 May 2023,287.05,
RAIL FOR LONDON LIMITED,GRAYSONS HOSPITALITY LIMITED,Caterers Service Charges,1020\5110268846,10 May 2023,287.00,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Fleet,1005\5110256645,03 May 2023,286.95,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Office Cleaning,1005\5110267353,24 May 2023,286.70,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Computer Hardware,1005\5110266208,25 May 2023,286.62,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101162014,12 May 2023,286.55,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005\1900258349,12 May 2023,286.53,
LT MUSEUM TRADING LTD,PAVILION RATTAN LIMITED,Purchase of Furniture for Resale,1024\1900023164,26 May 2023,286.50,
LUL NOMINEE SSL LIMITED,KPK (SHEET METAL) LTD,Fleet,1031\5110265923,22 May 2023,286.40,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003\1900057121,24 May 2023,285.18,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260660,10 May 2023,285.11,
TFL CORPORATE,Cleveland Clinic ,Medical Reports,1001\1900169617,26 May 2023,285.00,
LONDON UNDERGROUND LTD,MENDIP MEDIA GROUP LTD,Transcription,1005\5110266736,05 May 2023,285.00,
LONDON UNDERGROUND LTD,RYGOR COMMERCIALS LTD,Vehicle Repairs & Maintenance,1005\5110253170,15 May 2023,284.02,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033\5110276690,24 May 2023,283.65,
TFL CORPORATE,AGIITO LIMITED,Hotel Accommodation,1001\1900166325,22 May 2023,283.64,
RFL (IINFRASTRUCTURE) LTD,AGIITO LIMITED,Hotel Accommodation,1025\1900001541,12 May 2023,283.63,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110259869,10 May 2023,283.50,
SURFACE TRANSPORT CORP,SOUTH LONDON PRESS,PR Cost Product Cost & PR Fees,1002\5110262286,17 May 2023,283.50,
TTL PROPERTIES LTD,CAPITAL CITY COLLEGE GROUP,Hotel Accommodation,1040\5110260159,24 May 2023,283.33,
LONDON UNDERGROUND LTD,SMALLBILLS GARAGE LTD,Vehicle Repairs & Maintenance,1005\5110269848,11 May 2023,283.31,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017574,10 May 2023,283.16,
RFL (IINFRASTRUCTURE) LTD,AGIITO LIMITED,Hotel Accommodation,1025\1900001540,12 May 2023,283.05,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Maintenance Materials,1005\5110269697,24 May 2023,282.95,
LONDON UNDERGROUND LTD,I M KELLY RAIL LTD,Fleet,1005\5110262265,17 May 2023,282.15,
LONDON UNDERGROUND LTD,MITSUBISHI ELECTRIC EUROPE BV,Fleet,1005\5110258499,12 May 2023,282.00,
LONDON UNDERGROUND LTD,MITSUBISHI ELECTRIC EUROPE BV,Fleet,1005\5110258552,05 May 2023,282.00,
LONDON UNDERGROUND LTD,MITSUBISHI ELECTRIC EUROPE BV,Fleet,1005\5110258835,05 May 2023,282.00,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Maintenance Materials,1031\5110265479,23 May 2023,282.00,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017566,10 May 2023,281.93,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017695,24 May 2023,281.93,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031\5110262448,16 May 2023,281.28,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Signalling Systems,1031\5110266252,24 May 2023,281.00,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101161163,10 May 2023,280.70,
RFL (IINFRASTRUCTURE) LTD,CITY SPRINT UK LTD,Miscellaneous Costs,1025\1900001528,04 May 2023,280.62,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101161404,11 May 2023,280.22,
LONDON UNDERGROUND LTD,THE COOKIE COFFEE SHOP LTD,Caterers Service Charges,1005\5110250228,19 May 2023,280.20,
TFL CORPORATE,78 Harley Street,Medical Reports,1001\1900168449,23 May 2023,280.00,
TFL CORPORATE,78 Harley Street,Medical Reports,1001\1900169582,24 May 2023,280.00,
TFL CORPORATE,PAULO CÂMARA THERAPY,Management & Support Consultancy,1001\5110274120,19 May 2023,280.00,
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,Fleet,1005\5110249628,19 May 2023,280.00,
LONDON RIVER SERVICES LTD,GARIC LTD,Franchise/Concession Fixed Fee,1007\5110268244,25 May 2023,280.00,
LONDON UNDERGROUND LTD,SMITHS ENGINEERING WORKS (NI) LTD,N/A,1005\5110272998,17 May 2023,280.00,
LT MUSEUM TRADING LTD,ARTISAN PEOPLE,Agency Staff,1024\5110252824,19 May 2023,279.77,
LONDON BUS SERVICES LTD,AGENTIS WORKWEAR LTD,Uniforms,1006\5110276403,25 May 2023,279.74,
LONDON UNDERGROUND LTD,HIREMECH LTD,Plant & Equipment Purchases,1005\5110250567,22 May 2023,279.57,
RAIL FOR LONDON LIMITED,CORPORATE DOCUMENT SERVICES LTD,Printing,1020\5110274017,24 May 2023,279.48,
RAIL FOR LONDON LIMITED,CORPORATE DOCUMENT SERVICES LTD,Printing,1020\5110274021,24 May 2023,279.48,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Advertising,1001\5110274012,24 May 2023,279.48,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101162745,15 May 2023,279.20,
SURFACE TRANSPORT CORP,STENBALL GROUP LIMITED,General Fees & Charges,1002\1900075176,11 May 2023,279.00,
SURFACE TRANSPORT CORP,AGIITO LIMITED,Staff Travel (Business Fares),1002\1900074936,17 May 2023,279.00,
LONDON UNDERGROUND LTD,GROSVENOR CONTRACTS LEASING LTD,Vehicle Operating Leases,1005\5110260742,10 May 2023,278.83,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005\5110261018,16 May 2023,278.64,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005\5110263008,19 May 2023,278.29,
LONDON UNDERGROUND LTD,CITY SPRINT UK LTD,Couriers,1005\1900260194,16 May 2023,278.26,
LONDON UNDERGROUND LTD,REDACTED,Professional & Academic Fees - Employees,1005\3000100782,26 May 2023,278.00,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Maintenance Materials,1033\5110253414,23 May 2023,277.92,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004\1901693814,03 May 2023,277.80,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011\1900017556,10 May 2023,277.74,
LUL NOMINEE SSL LIMITED,OTE PRECISION ENGINEERING (UK) LTD,N/A,1031\5110269762,24 May 2023,277.50,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101158932,03 May 2023,277.10,
LONDON RIVER SERVICES LTD,GBM SERVICES LTD,Office Cleaning,1007\5110267129,04 May 2023,276.96,
TRANSPORT TRADING LTD,SENATOR INTERNATIONAL LTD,Furniture & Equipment,1004\5110263828,19 May 2023,276.52,
RAIL FOR LONDON LIMITED,TOWER SUPPLIES,Management & Support Consultancy,1020\5110270707,22 May 2023,276.13,
LUL NOMINEE BCV LIMITED,RS COMPONENTS LTD,Fleet,1033\5110257076,03 May 2023,276.00,
PUBLIC CARRIAGE OFFICE,E-COURIER UK LTD,Couriers,1003\1900056932,09 May 2023,275.71,
PUBLIC CARRIAGE OFFICE,E-COURIER UK LTD,Couriers,1003\1900056933,09 May 2023,275.71,
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001\5110256311,03 May 2023,275.63,
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001\5110267599,26 May 2023,275.63,
TFL CORPORATE,EQUINIX (UK) LTD,Manage IT Services,1001\5110267601,26 May 2023,275.62,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005\5110269105,10 May 2023,275.56,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Signalling Systems,1005\5110261043,16 May 2023,275.50,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Signalling Systems,1005\5110261046,16 May 2023,275.50,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005\5110259494,10 May 2023,275.50,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005\5110268638,09 May 2023,275.08,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000046054,26 May 2023,275.00,
LONDON RIVER SERVICES LTD,CAMBER SECURITY SYSTEMS LIMITED,Building Maintenance & Repairs,1007\5110277530,25 May 2023,275.00,
LONDON BUS SERVICES LTD,O2 UK LTD,Telephony Mobile,1006\5110254044,03 May 2023,275.00,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005\5110267466,22 May 2023,275.00,
LONDON UNDERGROUND LTD,REDACTED,Hotel Accommodation,1005\3000100645,19 May 2023,274.92,
TFL CORPORATE,REDACTED,Professional & Academic Fees - Employees,1001\3000045912,12 May 2023,274.85,
RFL (IINFRASTRUCTURE) LTD,AGIITO LIMITED,Staff Travel (Business Fares),1025\1900001526,10 May 2023,274.68,
TFL CORPORATE,COMPUTACENTER PLC,Computer Consumables,1001\5110262564,17 May 2023,274.68,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101163232,17 May 2023,274.50,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005\5110258585,10 May 2023,274.23,
LONDON UNDERGROUND LTD,CITY SPRINT UK LTD,Couriers,1005\1900258886,19 May 2023,274.16,
TRANSPORT TRADING LTD,MARIA DEL VALLE ALVAREZ GOMEZ,Miscellaneous External Income,1004\1901691755,24 May 2023,274.00,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004\1101158103,01 May 2023,273.90,
