Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,,
Reporting Period:  7,,,,,,,,,,
Start Date:  17 September 2023,,,,,,,,,,
End Date: 14 October 2023,,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,,
,,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110334125,26 Sep 2023,£490,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110334128,26 Sep 2023,£490,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110334150,26 Sep 2023,£490,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110334834,27 Sep 2023,£490,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110334871,27 Sep 2023,£490,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110335599,03 Oct 2023,£490,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110337707,03 Oct 2023,£490,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110338321,03 Oct 2023,£490,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110342088,10 Oct 2023,£490,,,,,
RAIL FOR LONDON LIMITED,777 Demolition & Haulage Co Ltd,Non Recyclable Waste Disposal/Refuse Collection,1020/5110342214,10 Oct 2023,£490,,,,,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005/1900266729,18 Sep 2023,£490,,,,,
LONDON UNDERGROUND LTD,B Hepworth & Co Ltd,Stock of Fleet,1005/5110340798,06 Oct 2023,£490,,,,,
LONDON UNDERGROUND LTD,GF Lifts Hydraulics Ltd,Lift Maintenance,1005/5110335608,03 Oct 2023,£490,,,,,
LUL NOMINEE BCV LIMITED,RS Components Ltd,Plant & Equipment Purchases,1033/5110326753,05 Oct 2023,£490,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330060,10 Oct 2023,£490,,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110326234,04 Oct 2023,£490,,,,,
LUL NOMINEE SSL LIMITED,SOUTH EAST SUPPLIES LTD,Fleet,1031/5110341427,11 Oct 2023,£489,,,,,
SURFACE TRANSPORT CORP,Reed Specialist Recruitment Ltd,Agency Staff,1002/1900076964,11 Oct 2023,£489,,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060264,20 Sep 2023,£488,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329935,10 Oct 2023,£488,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329941,10 Oct 2023,£488,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329952,10 Oct 2023,£488,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329955,10 Oct 2023,£488,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329957,10 Oct 2023,£488,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110325438,04 Oct 2023,£488,,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110329669,11 Oct 2023,£487,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Fleet,1005/5110323991,02 Oct 2023,£487,,,,,
LONDON UNDERGROUND LTD,City Sprint UK Ltd,Couriers,1005/1900268831,13 Oct 2023,£486,,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900267675,20 Sep 2023,£486,,,,,
RAIL FOR LONDON LIMITED,Corporate Document Services Ltd,Franchise/Concession Fixed Fee,1020/5110328543,19 Sep 2023,£486,,,,,
LUL NOMINEE BCV LIMITED,PARKSIDE STEEL (STOCKHOLDERS),Track General Maintenance,1033/5110334287,26 Sep 2023,£485,,,,,
LONDON UNDERGROUND LTD,PRV ENGINEERING LTD,N/A,1005/5110340601,10 Oct 2023,£485,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Plant & Equipment Purchases,1005/5110326740,05 Oct 2023,£485,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697679,11 Oct 2023,£484,,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110327448,09 Oct 2023,£484,,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900267952,27 Sep 2023,£484,,,,,
TFL CORPORATE,A. T. BROWN & COMPANY LIMITED,Vehicle Repairs & Maintenance,1001/5110340622,06 Oct 2023,£483,,,,,
TFL CORPORATE,Corporate Document Services Ltd,Printing,1001/5110331881,26 Sep 2023,£483,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1005/5110276727,03 Oct 2023,£483,,,,,
TFL CORPORATE,Vodafone Limited,Telephony Fixed,1001/5110333090,28 Sep 2023,£483,,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018679,04 Oct 2023,£483,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329947,10 Oct 2023,£482,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330849,10 Oct 2023,£482,,,,,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900013719,20 Sep 2023,£482,,,,,
LUL NOMINEE SSL LIMITED,HiMotiv Ltd,Civil Engineering Construction Works,1031/5110301870,20 Sep 2023,£481,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188470,27 Sep 2023,£481,,,,,
LONDON UNDERGROUND LTD,BRITISH MICA CO HOLDINGS LTD,Fleet,1005/5110327535,27 Sep 2023,£481,,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018663,27 Sep 2023,£480,,,,,
RFL (IINFRASTRUCTURE) LTD,RS Components Ltd,Vehicle Repairs & Maintenance,1025/5110323299,27 Sep 2023,£480,,,,,
LUL NOMINEE SSL LIMITED,ERIKS  EMS,Component Repairs Sub Contracted,1031/5110319612,18 Sep 2023,£480,,,,,
LONDON UNDERGROUND LTD,HART DOOR SYSTEMS LTD,Plant & Equipment Purchases,1005/5110328780,27 Sep 2023,£480,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,N/A,1005/5110327989,10 Oct 2023,£480,,,,,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Advertising,1002/5110329570,04 Oct 2023,£480,,,,,
SURFACE TRANSPORT CORP,Newsquest Media Group Ltd,Advertising,1002/5110332092,11 Oct 2023,£480,,,,,
TFL CORPORATE,Skagg Learning Consulting Ltd.,Staff Training,1001/5110334104,26 Sep 2023,£480,,,,,
TFL CORPORATE,Skagg Learning Consulting Ltd.,Staff Training,1001/5110335643,28 Sep 2023,£480,,,,,
RAIL FOR LONDON LIMITED,Reed Specialist Recruitment Ltd,Agency Staff,1020/1900008394,04 Oct 2023,£480,,,,,
LUL NOMINEE SSL LIMITED,CRAIG & DERRICOTT LTD,N/A,1031/5110321188,19 Sep 2023,£479,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110323808,27 Sep 2023,£479,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005/5110328389,11 Oct 2023,£479,,,,,
TFL CORPORATE,METROPOLIS EVENTS,Staff Training,1001/3000047034,08 Sep 2023,£479,2741,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Vehicle Repairs & Maintenance,1005/5110326899,06 Oct 2023,£479,,,,,
LUL NOMINEE SSL LIMITED,SOUTH EAST SUPPLIES LTD,Fleet,1031/5110329342,18 Sep 2023,£479,,,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Plant & Equipment Purchases,1005/5110329422,18 Sep 2023,£478,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110329930,10 Oct 2023,£478,,,,,
LUL NOMINEE BCV LIMITED,Siemens Mobility Limited,Signalling Systems,1033/5110320794,20 Sep 2023,£478,,,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110336162,29 Sep 2023,£478,,,,,
LONDON UNDERGROUND LTD,HEGENSCHEIDT-MFD GMBH,Plant & Equipment Purchases,1005/5110324507,28 Sep 2023,£478,,,,,
LONDON UNDERGROUND LTD,Computacenter Plc,Furniture & Equipment,1005/5110327837,10 Oct 2023,£478,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187526,20 Sep 2023,£478,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110327281,09 Oct 2023,£478,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,N/A,1005/5110323820,27 Sep 2023,£478,,,,,
RFL (IINFRASTRUCTURE) LTD,MORSON HUMAN RESOURCES LTD,Track General Maintenance,1025/5110328834,04 Oct 2023,£477,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697248,20 Sep 2023,£477,,,,,
TRANSPORT TRADING LTD,Reed Specialist Recruitment Ltd,Agency Staff,1004/1901697316,27 Sep 2023,£477,,,,,
TRANSPORT TRADING LTD,WJB Services Limited,Office Accommodation Moves,1004/5110332296,22 Sep 2023,£477,,,,,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900013773,11 Oct 2023,£477,,,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110327138,18 Sep 2023,£477,,,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110339402,05 Oct 2023,£477,,,,,
LONDON UNDERGROUND LTD,Hiremech Limited,Plant & Equipment Purchases,1005/5110339884,06 Oct 2023,£477,,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110325394,04 Oct 2023,£476,,,,,
LONDON UNDERGROUND LTD,BROWNINGS ELECTRIC CO LTD,Plant & Equipment Purchases,1005/5110339112,04 Oct 2023,£476,,,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,N/A,1005/5110339337,04 Oct 2023,£476,,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900268084,27 Sep 2023,£476,,,,,
LT MUSEUM TRADING LTD,CAPITAL TRANSPORT PUBLISHING,Purchase of Books for Resale,1024/1900023754,10 Oct 2023,£476,,,,,
LONDON TRANSPORT MUSEUM,RA VICTORIA LIMITED,Caterers Service Charges,1011/5110333220,25 Sep 2023,£475,,,,,
DIAL A RIDE,Aquahire Ltd,Building Maintenance & Repairs,1010/5110340557,11 Oct 2023,£475,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190358,04 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330841,10 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110332053,10 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110321288,20 Sep 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110321664,20 Sep 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110321671,20 Sep 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110321696,20 Sep 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110324518,27 Sep 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110324534,27 Sep 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110324537,27 Sep 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110324543,27 Sep 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110328771,04 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110328774,04 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110328786,04 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110331335,11 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110332149,03 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110332151,11 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110332160,11 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110335701,10 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,Faiveley Transport Tamworth Ltd,Fleet,1005/5110328775,04 Oct 2023,£474,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110327886,10 Oct 2023,£473,,,,,
SURFACE TRANSPORT CORP,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1002/5110331885,26 Sep 2023,£473,,,,,
LUL NOMINEE BCV LIMITED,SOUTH EAST SUPPLIES LTD,Plant & Equipment Purchases,1033/5110329339,20 Sep 2023,£472,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188104,20 Sep 2023,£472,,,,,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900013723,20 Sep 2023,£471,,,,,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900013725,20 Sep 2023,£471,,,,,
DIAL A RIDE,Reed Specialist Recruitment Ltd,Agency Staff,1010/1900013751,04 Oct 2023,£471,,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900267912,27 Sep 2023,£471,,,,,
TRANSPORT TRADING LTD,Senator International Ltd,Furniture & Equipment,1004/5110324122,02 Oct 2023,£471,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110330364,19 Sep 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110331586,21 Sep 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110332236,22 Sep 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110332241,22 Sep 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110338892,06 Oct 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110339155,04 Oct 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110339165,04 Oct 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110339171,06 Oct 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110339985,09 Oct 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110340014,09 Oct 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110340020,09 Oct 2023,£470,,,,,
TFL CORPORATE,AER Training Ltd,Staff Training,1001/5110340025,09 Oct 2023,£470,,,,,
LT MUSEUM TRADING LTD,Pavilion Rattan Limited,Purchase of Furniture for Resale,1024/1900023683,02 Oct 2023,£470,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110328934,27 Sep 2023,£470,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110327893,10 Oct 2023,£469,,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110321095,20 Sep 2023,£469,,,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110329393,18 Sep 2023,£469,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187995,20 Sep 2023,£468,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189887,04 Oct 2023,£468,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190441,04 Oct 2023,£468,,,,,
TTL PROPERTIES LTD,The Clearway Group,Disposal Fees - Property,1040/5110340619,06 Oct 2023,£468,,,,,
TFL CORPORATE,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1001/5110336332,04 Oct 2023,£468,,,,,
LONDON UNDERGROUND LTD,Smallbills Garage Ltd,Vehicle Running Costs,1005/5110331041,27 Sep 2023,£468,,,,,
TFL CORPORATE,Corporate Document Services Ltd,Advertising,1001/5110331874,26 Sep 2023,£467,,,,,
LONDON UNDERGROUND LTD,KINGSBEECH LTD,N/A,1005/5110339342,09 Oct 2023,£467,,,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900268030,27 Sep 2023,£467,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Protective Clothing,1005/5110324433,02 Oct 2023,£466,,,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110330900,10 Oct 2023,£466,,,,,
LONDON UNDERGROUND LTD,BWT UK Limited,Caterers Service Charges,1005/1900267906,27 Sep 2023,£466,,,,,
DIAL A RIDE,Quadient UK Ltd,Postage,1010/5110336444,10 Oct 2023,£466,,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012040802024,Fares Refund Control  (TTL Only),1004/1101204080,04 Oct 2023,£465,,,,,
RAIL FOR LONDON LIMITED,Synectics Security Ltd,Computer Software,1020/5110341819,10 Oct 2023,£465,,,,,
LONDON UNDERGROUND LTD,Sixt Rent A Car,Vehicle Operating Leases,1005/5110324500,25 Sep 2023,£465,,,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Vehicle Repairs & Maintenance,1033/5110323815,27 Sep 2023,£465,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190212,04 Oct 2023,£464,,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060183,20 Sep 2023,£464,,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060504,04 Oct 2023,£464,,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060592,04 Oct 2023,£464,,,,,
PUBLIC CARRIAGE OFFICE,Reed Specialist Recruitment Ltd,Agency Staff,1003/1900060794,11 Oct 2023,£464,,,,,
SURFACE TRANSPORT CORP,AGIITO LIMITED,Hotel Accommodation,1002/1900076606,18 Sep 2023,£464,,,,,
LONDON TRANSPORT MUSEUM,Hiremech Limited,Building Maintenance & Repairs,1011/5110339466,05 Oct 2023,£464,,,,,
LONDON UNDERGROUND LTD,PORTAKABIN LTD,Maintenance Materials,1005/5110324723,27 Sep 2023,£464,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324137,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324142,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324155,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324165,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324168,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324219,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324229,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324250,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324259,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324264,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324303,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324305,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324307,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324311,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324315,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324325,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324352,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324362,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324369,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324388,27 Sep 2023,£463,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110327441,09 Oct 2023,£463,,,,,
LONDON UNDERGROUND LTD,Z-Tech Control Systems Limited,Escalators,1005/5110343267,12 Oct 2023,£463,,,,,
TRANSPORT TRADING LTD,Senator International Ltd,Furniture & Equipment,1004/5110322834,26 Sep 2023,£463,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188407,27 Sep 2023,£463,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900188586,27 Sep 2023,£463,,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012059812024,Fares Refund Control  (TTL Only),1004/1101205981,09 Oct 2023,£463,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187245,20 Sep 2023,£462,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187749,20 Sep 2023,£462,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189783,04 Oct 2023,£462,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900190099,04 Oct 2023,£462,,,,,
LUL NOMINEE BCV LIMITED,Turner Tools Ltd Inc Besco Ind.,Equipment Repairs & Maintenance,1033/5110339013,04 Oct 2023,£462,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110294991,22 Sep 2023,£462,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900187400,20 Sep 2023,£461,,,,,
TFL CORPORATE,Cutwel Ltd,Fleet,1001/5110341930,10 Oct 2023,£461,,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018603,20 Sep 2023,£461,,,,,
LONDON TRANSPORT MUSEUM,REDACTED,Management & Support Consultancy,1011/5110343256,13 Oct 2023,£460,,,,,
TFL CORPORATE,Links Signs,Production Artwork And Design For Marketing,1001/5110339480,09 Oct 2023,£460,,,,,
TFL CORPORATE,Permanent-Way Institution (Inc),Staff Training,1001/5110340648,10 Oct 2023,£460,,,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Equipment Hire & Rental,1020/5110327783,02 Oct 2023,£460,,,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Equipment Hire & Rental,1020/5110340515,09 Oct 2023,£460,,,,,
TRANSPORT TRADING LTD,Speedy Asset Services Ltd,Building Maintenance & Repairs,1004/5110325851,20 Sep 2023,£460,,,,,
TTL PROPERTIES LTD,WATER PLUS,Water,1040/1900006191,22 Sep 2023,£460,,,,,
LUL NOMINEE BCV LIMITED,Konecranes Demag UK Ltd,Equipment Repairs & Maintenance,1033/5110343347,12 Oct 2023,£460,,,,,
LONDON TRANSPORT MUSEUM,Reed Specialist Recruitment Ltd,Agency Staff,1011/1900018747,11 Oct 2023,£460,,,,,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110337591,03 Oct 2023,£459,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Fleet,1005/5110318713,18 Sep 2023,£459,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900189932,04 Oct 2023,£459,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191591,11 Oct 2023,£459,,,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191029,11 Oct 2023,£458,,,,,
TRANSPORT TRADING LTD,One Time Supplier - Fares11012066952024,Fares Refund Control  (TTL Only),1004/1101206695,10 Oct 2023,£458,,,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Fleet,1005/5110325420,04 Oct 2023,£458,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324145,27 Sep 2023,£458,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324322,27 Sep 2023,£458,,,,,
LONDON UNDERGROUND LTD,Enterprise Rent-A-Car,Vehicle Running Costs,1005/5110324359,27 Sep 2023,£458,,,,,
