Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,,
Reporting Period:   4,,,,,,,,,,
Start Date:  25 June 2023,,,,,,,,,,
End Date:   22 July 2023,,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,,
,,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058539,12 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058516,12 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058236,28 Jun 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058118,28 Jun 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058121,28 Jun 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058214,28 Jun 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058263,05 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058595,19 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058617,19 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058524,12 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058092,28 Jun 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058164,28 Jun 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058525,12 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058619,19 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058611,19 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058497,12 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058317,05 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058158,28 Jun 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058604,19 Jul 2023,533.89,,,,,
PUBLIC CARRIAGE OFFICE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1003/1900058333,05 Jul 2023,533.89,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173707,28 Jun 2023,533.64,,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263225,12 Jul 2023,533.52,,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262141,28 Jun 2023,533.52,,,,,
LONDON UNDERGROUND LTD,JNG CONSTRUCTION & ENGINEERING,Connect PFI Service Costs,1005/5110289676,26 Jun 2023,533.26,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695358,05 Jul 2023,533.13,,,,,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005/1900262961,10 Jul 2023,533.00,,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262245,28 Jun 2023,532.05,,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263292,12 Jul 2023,532.02,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110272724,27 Jun 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110294853,30 Jun 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110272751,27 Jun 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110273416,27 Jun 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282943,06 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282963,06 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110302917,18 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282975,06 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282965,06 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282935,06 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282934,05 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110302909,18 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110282961,06 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110302855,18 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110302875,18 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110302935,18 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110302879,18 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110302883,18 Jul 2023,532.00,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Office Cleaning,1005/5110287027,10 Jul 2023,532.00,,,,,
LUL NOMINEE BCV LIMITED,MANUTAN UK LIMITED,Equipment Repairs & Maintenance,1033/5110290323,17 Jul 2023,531.86,,,,,
LT MUSEUM TRADING LTD,PLATFORM 5 PUBLISHING LTD,Purchase of Books for Resale,1024/1900023227,28 Jun 2023,531.22,,,,,
TFL CORPORATE,CORPORATE DOCUMENT SERVICES LTD,Advertising,1001/5110301324,19 Jul 2023,531.05,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177673,19 Jul 2023,530.90,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175170,05 Jul 2023,530.90,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175424,05 Jul 2023,530.90,,,,,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004/1901695188,10 Jul 2023,530.60,,,,,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004/1901695716,10 Jul 2023,530.59,,,,,
LONDON UNDERGROUND LTD,BWT UK LIMITED,Caterers Service Charges,1005/1900261978,28 Jun 2023,530.40,,,,,
LONDON UNDERGROUND LTD,AGIITO LIMITED,Hotel Accommodation,1005/1900261575,26 Jun 2023,530.30,,,,,
SURFACE TRANSPORT CORP,AGIITO LIMITED,Staff Travel (Business Fares),1002/1900075599,10 Jul 2023,530.18,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177750,19 Jul 2023,530.10,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175076,05 Jul 2023,530.10,,,,,
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,Fleet,1005/5110292299,19 Jul 2023,530.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,Fleet,1005/5110292300,19 Jul 2023,530.00,,,,,
LONDON UNDERGROUND LTD,CWW ENGINEERS SUPPLY CO LTD,Maintenance Materials,1005/5110301700,14 Jul 2023,530.00,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174547,05 Jul 2023,528.74,,,,,
LONDON UNDERGROUND LTD,PORTAKABIN LTD,Plant & Equipment Purchases,1005/5110280510,28 Jun 2023,528.66,,,,,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005/5110282163,28 Jun 2023,528.00,,,,,
LT MUSEUM TRADING LTD,WALLACE SCHOOL OF TRANSPORT,Staff Training,1024/5110291543,27 Jun 2023,527.50,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174871,05 Jul 2023,526.83,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177233,19 Jul 2023,526.83,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173649,28 Jun 2023,526.83,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900176559,12 Jul 2023,526.83,,,,,
TFL CORPORATE,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1001/1900174495,10 Jul 2023,526.81,,,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002/1900075935,19 Jul 2023,526.37,,,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002/1900075937,19 Jul 2023,526.37,,,,,
LONDON UNDERGROUND LTD,MITIE FM LIMITED,Security Services (Guards),1005/5110292177,19 Jul 2023,526.10,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110287024,10 Jul 2023,526.00,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110286234,05 Jul 2023,526.00,,,,,
LONDON UNDERGROUND LTD,BWT UK LIMITED,Caterers Service Charges,1005/1900261969,28 Jun 2023,525.74,,,,,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Non Recyclable Waste Disposal/Refuse Collection,1005/5110284818,05 Jul 2023,525.24,,,,,
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001/5110301974,19 Jul 2023,525.00,,,,,
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001/5110301920,19 Jul 2023,525.00,,,,,
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001/5110292459,30 Jun 2023,525.00,,,,,
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001/5110290097,26 Jun 2023,525.00,,,,,
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001/5110290192,26 Jun 2023,525.00,,,,,
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001/5110300467,18 Jul 2023,525.00,,,,,
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001/5110299641,14 Jul 2023,525.00,,,,,
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001/5110298791,12 Jul 2023,525.00,,,,,
TFL CORPORATE,INDUSTRIAL TRAINING SERVICES LTD,Staff Training,1001/5110294850,05 Jul 2023,525.00,,,,,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Electrical Equipment Maintenance,1005/5110293229,12 Jul 2023,524.48,,,,,
LUL NOMINEE SSL LIMITED,COMECH METROLOGY,Plant & Equipment Purchases,1031/5110297787,10 Jul 2023,524.18,,,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110294322,29 Jun 2023,524.18,,,,,
TFL CORPORATE,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1001/1900174505,10 Jul 2023,523.88,,,,,
SURFACE TRANSPORT CORP,4-RAIL SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1002/5110291284,28 Jun 2023,523.80,,,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Pumps & Drainage,1031/5110287927,10 Jul 2023,523.50,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695657,19 Jul 2023,523.44,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Fleet,1005/5110286129,05 Jul 2023,523.00,,,,,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Maintenance Materials,1005/5110252750,06 Jul 2023,522.82,,,,,
LONDON UNDERGROUND LTD,TRAINSAFE WELDABILITY LTD,Plant & Equipment Purchases,1005/5110292881,28 Jun 2023,522.50,,,,,
LONDON UNDERGROUND LTD,TRAINSAFE WELDABILITY LTD,Vehicle Repairs & Maintenance,1005/5110292876,28 Jun 2023,522.50,,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262727,05 Jul 2023,522.40,,,,,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004/1901695181,10 Jul 2023,522.34,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173944,28 Jun 2023,522.24,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175284,05 Jul 2023,522.24,,,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Stock of Fleet,1005/5110282325,27 Jun 2023,521.18,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Building Maintenance & Repairs,1005/5110280715,27 Jun 2023,521.13,,,,,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005/5110281199,28 Jun 2023,521.11,,,,,
LONDON UNDERGROUND LTD,ACL HIRE LIMITED,Vehicle Operating Leases,1005/5110280849,28 Jun 2023,521.11,,,,,
LONDON UNDERGROUND LTD,C E F,Electrical Equipment Maintenance,1005/5110296140,04 Jul 2023,521.00,,,,,
LONDON UNDERGROUND LTD,SIXT RENT A CAR,Vehicle Operating Leases,1005/5110293358,19 Jul 2023,520.80,,,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110297790,10 Jul 2023,520.68,,,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1002/1900075936,19 Jul 2023,520.65,,,,,
TTL PROPERTIES LTD,EDENBECK,Non Recyclable Waste Disposal/Refuse Collection,1040/5110298919,12 Jul 2023,520.41,,,,,
LUL NOMINEE SSL LIMITED,UNIPART RAIL LTD,Signalling Systems,1031/5110289048,12 Jul 2023,520.34,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900177493,19 Jul 2023,520.28,,,,,
TFL CORPORATE,QUAY OFFICE FURNISHERS LTD,Building Maintenance & Repairs,1001/5110299298,14 Jul 2023,520.00,,,,,
LONDON UNDERGROUND LTD,ALSTOM ENGINEERING & SERVICES LTD,Fleet,1005/5110282822,11 Jul 2023,520.00,,,,,
LONDON UNDERGROUND LTD,HIREMECH LIMITED,Plant & Equipment Purchases,1005/5110287926,04 Jul 2023,520.00,,,,,
TFL CORPORATE,REDACTED,Purchase of Land & Buildings,1001/1900176877,10 Jul 2023,520.00,,,,,
TFL CORPORATE,REDACTED,Purchase of Land & Buildings,1001/1900179248,18 Jul 2023,520.00,,,,,
TFL CORPORATE,REDACTED,Purchase of Land & Buildings,1001/1900176824,07 Jul 2023,520.00,,,,,
TFL CORPORATE,INVENTICA INVESTMENTS LTD,Purchase of Land & Buildings,1001/1900176830,07 Jul 2023,520.00,,,,,
TFL CORPORATE,ORION ACCESS EQUIPMENT LIMITED,Staff Training,1001/5110278948,20 Jul 2023,520.00,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900175961,12 Jul 2023,518.97,,,,,
LONDON UNDERGROUND LTD,SIEMENS MOBILITY LIMITED,Stock of Signals and Electricals,1005/5110281464,28 Jun 2023,518.60,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110286217,05 Jul 2023,518.32,,,,,
RAIL FOR LONDON LIMITED,HAYLEY GROUP PLC,Franchise/Concession Fixed Fee,1020/5110302114,19 Jul 2023,518.18,,,,,
LONDON UNDERGROUND LTD,BWT UK LIMITED,Caterers Service Charges,1005/1900261967,28 Jun 2023,518.06,,,,,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004/1901695186,10 Jul 2023,517.68,,,,,
SURFACE TRANSPORT CORP,SITEXORBIS LIMITED,Software Maintenance,1002/5110282737,26 Jun 2023,517.50,,,,,
LONDON UNDERGROUND LTD,GARRAN LOCKERS LTD,Furniture & Equipment,1005/5110293970,03 Jul 2023,516.65,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110302116,19 Jul 2023,516.50,,,,,
TRANSPORT TRADING LTD,QUAY OFFICE FURNISHERS LTD,Furniture & Equipment,1004/5110300884,18 Jul 2023,516.00,,,,,
LONDON UNDERGROUND LTD,TRUCTYRE ATS,Vehicle Repairs & Maintenance,1005/5110303271,21 Jul 2023,515.78,,,,,
LONDON UNDERGROUND LTD,WEST KILBURN BAPTIST CHURCH,Caterers Service Charges,1005/5110289726,12 Jul 2023,515.00,,,,,
LONDON UNDERGROUND LTD,WEST KILBURN BAPTIST CHURCH,Caterers Service Charges,1005/5110302672,19 Jul 2023,515.00,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695663,19 Jul 2023,513.94,,,,,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004/1101175764,28 Jun 2023,513.60,,,,,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004/1901695179,10 Jul 2023,513.53,,,,,
TFL CORPORATE,DMN/THEBARLEYMOW,Staff Entertainment,1001/3000046561,14 Jul 2023,513.20,"7,399.00",,,,
SURFACE TRANSPORT CORP,MADDOX CONSTRUCTION SERVICES LTD,General Fees & Charges,1002/1900075921,12 Jul 2023,513.00,,,,,
LONDON UNDERGROUND LTD,4-RAIL SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1005/5110291453,28 Jun 2023,512.46,,,,,
LONDON UNDERGROUND LTD,4-RAIL SERVICES LIMITED,Non Recyclable Waste Disposal/Refuse Collection,1005/5110296028,05 Jul 2023,512.46,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695252,05 Jul 2023,512.25,,,,,
LONDON UNDERGROUND LTD,BWT UK LIMITED,Caterers Service Charges,1005/1900261981,28 Jun 2023,512.02,,,,,
LONDON UNDERGROUND LTD,KPK (SHEET METAL) LTD,Plant & Equipment Purchases,1005/5110292879,19 Jul 2023,511.70,,,,,
TFL CORPORATE,TRAINSAFE WELDABILITY LTD,Staff Training,1001/5110292877,28 Jun 2023,511.00,,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900263284,12 Jul 2023,510.87,,,,,
LONDON UNDERGROUND LTD,GBM SERVICES LIMITED,Office Cleaning,1005/5110297609,06 Jul 2023,510.83,,,,,
RFL (IINFRASTRUCTURE) LTD,C E F,Plant & Equipment Purchases,1025/5110296155,04 Jul 2023,510.32,,,,,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005/5110288271,12 Jul 2023,510.06,,,,,
TRANSPORT TRADING LTD,ONE TIME SUPPLIER - FARES,Fares Refund Control  (TTL Only),1004/1101180035,12 Jul 2023,508.75,,,,,
TRANSPORT TRADING LTD,HARRIS INSTALLATIONS SERVICES LTD,Office Accommodation Moves,1004/5110290169,26 Jun 2023,508.60,,,,,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011/1900018184,19 Jul 2023,508.57,,,,,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004/1901695187,10 Jul 2023,508.26,,,,,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011/1900018064,05 Jul 2023,507.86,,,,,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Fleet,1005/5110288799,12 Jul 2023,507.84,,,,,
LONDON RIVER SERVICES LTD,HAYLEY GROUP PLC,Franchise/Concession Fixed Fee,1007/5110282211,28 Jun 2023,507.30,,,,,
TFL CORPORATE,LAW DEBENTURE CORPORATE SERVICES,Management & Support Consultancy,1001/5110289216,28 Jun 2023,507.04,,,,,
TFL CORPORATE,LAW DEBENTURE CORPORATE SERVICES,Management & Support Consultancy,1001/5110303434,19 Jul 2023,507.04,,,,,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Plant & Equipment Purchases,1005/5110282771,29 Jun 2023,506.73,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695104,28 Jun 2023,506.57,,,,,
LUL NOMINEE BCV LIMITED,KPK (SHEET METAL) LTD,Track General Maintenance,1033/5110285785,05 Jul 2023,505.50,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900174965,05 Jul 2023,505.22,,,,,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004/1901695722,10 Jul 2023,505.16,,,,,
LONDON UNDERGROUND LTD,GV MULTI-MEDIA LTD,Computer Hardware,1005/5110281904,28 Jun 2023,505.12,,,,,
LONDON UNDERGROUND LTD,TIGHTEN-UP LTD,Civil Engineering Construction Works,1005/5110292603,28 Jun 2023,505.00,,,,,
TRANSPORT TRADING LTD,LAVAZZA PROFESSIONAL UK LTD,Vending Machine Supplies & Rental,1004/1901695714,10 Jul 2023,504.82,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695392,12 Jul 2023,504.70,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695687,19 Jul 2023,504.70,,,,,
TFL CORPORATE,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1001/1900173617,28 Jun 2023,504.70,,,,,
LONDON UNDERGROUND LTD,BWT UK LIMITED,Caterers Service Charges,1005/1900261987,28 Jun 2023,504.58,,,,,
LONDON UNDERGROUND LTD,PROGRESS RAIL SERVICES UK LTD,Stock Of Track,1005/5110290138,11 Jul 2023,504.52,,,,,
LUL NOMINEE BCV LIMITED,TIDYCO LTD,Plant & Equipment Purchases,1033/5110284645,03 Jul 2023,504.18,,,,,
LONDON TRANSPORT MUSEUM,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1011/1900017970,28 Jun 2023,504.07,,,,,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Fleet,1005/5110294878,04 Jul 2023,504.00,,,,,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Fleet,1005/5110294884,04 Jul 2023,504.00,,,,,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Fleet,1005/5110294885,04 Jul 2023,504.00,,,,,
LONDON UNDERGROUND LTD,VIKING PRECISION ENGINEERS LTD,Fleet,1005/5110294880,04 Jul 2023,504.00,,,,,
CYCLE HIRE SCHEME,STUDENT BEANS LTD,Partnership Marketing - Costs Incurred,1016/5110292478,19 Jul 2023,504.00,,,,,
TRANSPORT TRADING LTD,HARRIS INSTALLATIONS SERVICES LTD,Office Accommodation Moves,1004/5110292650,30 Jun 2023,503.80,,,,,
LONDON UNDERGROUND LTD,GBM SERVICES LIMITED,Office Cleaning,1005/5110291485,28 Jun 2023,502.85,,,,,
LONDON TRANSPORT MUSEUM,MUSEUMS ASCTN,Miscellaneous Costs,1011/3000005245,21 Jul 2023,502.50,"5,971.00",,,,
LONDON UNDERGROUND LTD,RS COMPONENTS LTD,Vehicle Repairs & Maintenance,1005/5110288813,12 Jul 2023,501.70,,,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110291871,19 Jul 2023,501.50,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695417,12 Jul 2023,500.92,,,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110286195,05 Jul 2023,500.84,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695384,12 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695705,19 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695460,12 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695631,19 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695385,12 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695656,19 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695416,12 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695380,12 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695695,19 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695386,12 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695686,19 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695430,12 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695378,12 Jul 2023,500.78,,,,,
TRANSPORT TRADING LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1004/1901695428,12 Jul 2023,500.78,,,,,
LONDON UNDERGROUND LTD,REED SPECIALIST RECRUITMENT LTD,Agency Staff,1005/1900262813,05 Jul 2023,500.42,,,,,
LONDON UNDERGROUND LTD,BANNER GROUP LIMITED,Stationery,1005/5110292267,20 Jul 2023,500.38,,,,,
