Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category,Invoice Value  £
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,CAE TECHNOLOGY SERVICES LTD,5122796611,14.02.2024,REVENUE,"4,601.55"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,GATESHEAD COUNCIL,5122791296,04.01.2024,REVENUE,"10,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122795430,18.01.2024,REVENUE,"1,623.60"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,FLEXTRONICS,7003770716,15.02.2024,REVENUE,551.08
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122807231,05.03.2024,REVENUE,"1,275.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,AMAZON WEB SERVICES EMEA SARL,5122792579,10.01.2024,REVENUE,"1,653.83"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,MISCELLANEOUS EXPENSES,DNH (GODADDY.COM) EUROPE,7003759843,12.01.2024,REVENUE,"1,319.94"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5122797880,29.01.2024,REVENUE,"20,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5122797881,29.01.2024,REVENUE,"20,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,SMARTERPAY LTD,5122801563,09.02.2024,REVENUE,487.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,AMAZON WEB SERVICES EMEA SARL,5122802548,13.02.2024,REVENUE,"1,535.18"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,SUNDERLAND BID LTD,5122808706,06.03.2024,REVENUE,"7,200.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122812600,19.03.2024,REVENUE,806.32
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,THE TABLET ACADEMY LTD,5122812030,20.03.2024,REVENUE,"4,600.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,GRANTS & SUBSCRIPTIONS,SILKTIDE LTD,5122814118,25.03.2024,REVENUE,"3,037.77"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5122808884,27.03.2024,REVENUE,"-20,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5122808885,27.03.2024,REVENUE,"-20,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5122815231,27.03.2024,REVENUE,"20,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,5122815232,27.03.2024,REVENUE,"20,000.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,NHS NORTH OF ENGLAND CSU,5122794091,15.01.2024,REVENUE,"11,757.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,INSIGHT DIRECT (UK) LTD,5122798187,29.01.2024,REVENUE,"2,229.90"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,INSIGHT DIRECT (UK) LTD,5122799338,01.02.2024,REVENUE,"2,081.24"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122801157,09.02.2024,REVENUE,534.85
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,VODAFONE LIMITED (CORPORATE),5122801709,12.02.2024,REVENUE,470.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,"CLOTHING, UNIFORMS & LAUNDRY",1ST COVERALL CO LTD,5122804089,22.02.2024,REVENUE,480.00
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122805339,27.02.2024,REVENUE,533.24
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122806824,04.03.2024,REVENUE,533.24
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,CCS MEDIA LIMITED,5122812570,22.03.2024,REVENUE,"1,992.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,ACCENTURE UK LIMITED,5122791124,05.01.2024,REVENUE,"4,080.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRIGHT INTERACTIVE LIMITED,5122794135,15.01.2024,REVENUE,"10,752.01"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,SEE-IT-3D,5122797130,25.01.2024,REVENUE,"1,215.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BENTLEY SYSTEMS (UK) LTD,5122805973,27.02.2024,REVENUE,"1,559.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,IDOX SOFTWARE LTD,5122806025,11.03.2024,REVENUE,"133,679.08"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,SIRSIDYNIX LTD,5122813140,20.03.2024,REVENUE,"35,234.37"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,GRANTS & SUBSCRIPTIONS,BSI BRITISH STANDARDS OFFICE,5122813722,22.03.2024,REVENUE,"2,459.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BUCHANAN COMPUTING LTD,5122814373,27.03.2024,REVENUE,"12,398.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122793780,16.01.2024,REVENUE,608.50
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,ACCESS INTELLIGENCE MEDIA,5122796765,24.01.2024,REVENUE,"5,900.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,CIVICA UK LIMITED,5122802625,13.02.2024,REVENUE,"489,143.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,CIVICA UK LIMITED,5122803586,11.03.2024,REVENUE,"29,873.41"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,IDOX SOFTWARE LTD,5122809993,13.03.2024,REVENUE,"31,036.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,JONTEK LIMITED,5122804990,26.03.2024,REVENUE,"44,995.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,SUNRISE SOFTWARE LIMITED,5122791125,03.01.2024,REVENUE,"19,988.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122794587,19.01.2024,REVENUE,"15,089.48"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122795139,19.01.2024,REVENUE,"1,758.98"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122803101,26.02.2024,REVENUE,"1,872.91"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,PHOENIX SOFTWARE LIMITED,5122812088,20.03.2024,REVENUE,"82,749.84"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOXXE LIMITED,5122793658,12.01.2024,REVENUE,"3,602.94"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,VODAFONE LIMITED (CORPORATE),5122791481,05.01.2024,REVENUE,"4,064.07"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,VODAFONE LIMITED (CORPORATE),5122801364,08.02.2024,REVENUE,"4,088.54"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,VODAFONE LIMITED (CORPORATE),5122807998,05.03.2024,REVENUE,"4,146.56"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,5122796760,24.01.2024,REVENUE,"5,785.03"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,5122798390,30.01.2024,REVENUE,"33,157.17"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,5122802894,14.02.2024,REVENUE,"5,778.87"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,5122815227,27.03.2024,REVENUE,"25,554.07"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BT GLOBAL SERVICES,5122790893,02.01.2024,REVENUE,"8,177.87"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122788629,08.01.2024,REVENUE,-823.09
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122791467,08.01.2024,REVENUE,625.03
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,5122796206,22.01.2024,REVENUE,"6,587.63"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122796202,22.01.2024,REVENUE,"4,440.99"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122797692,26.01.2024,REVENUE,"-4,440.99"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122797697,26.01.2024,REVENUE,"4,440.99"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BT GLOBAL SERVICES,5122798396,30.01.2024,REVENUE,"8,511.07"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,5122798392,30.01.2024,REVENUE,"2,729.22"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,5122798393,30.01.2024,REVENUE,"1,993.21"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,5122798394,30.01.2024,REVENUE,"1,564.08"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BRITISH TELECOMMUNICATIONS PLC,5122800602,06.02.2024,REVENUE,"8,886.13"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BT GLOBAL SERVICES,5122803374,15.02.2024,REVENUE,"8,104.65"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122804074,19.02.2024,REVENUE,"4,440.99"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122805270,23.02.2024,REVENUE,"4,440.99"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122807163,01.03.2024,REVENUE,625.03
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122808201,05.03.2024,REVENUE,"-4,440.99"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122808203,05.03.2024,REVENUE,"4,440.99"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,NOMINET UK,5122800114,14.03.2024,REVENUE,422.23
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,SERVICES,VODAFONE LIMITED,5122812445,19.03.2024,REVENUE,625.03
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122792861,18.01.2024,REVENUE,"5,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122792862,18.01.2024,REVENUE,"4,044.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122793152,18.01.2024,REVENUE,"22,989.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122801835,21.02.2024,REVENUE,"4,044.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122801839,21.02.2024,REVENUE,"5,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122802065,21.02.2024,REVENUE,"22,989.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122810985,15.03.2024,REVENUE,"5,500.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122810986,15.03.2024,REVENUE,"4,044.50"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,BOLDYN NETWORKS INFRASTRUCTURE UK LTD,5122811033,15.03.2024,REVENUE,"22,989.00"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,TRANSFORMATION AND PROGRAMME PROJECT,EXPENSES,THE CONNECTIVES LTD,5122793228,11.01.2024,REVENUE,"3,121.80"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,TRANSFORMATION AND PROGRAMME PROJECT,EXPENSES,THE CONNECTIVES LTD,5122804032,19.02.2024,REVENUE,"2,521.14"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,KONICA MINOLTA,5122802884,14.02.2024,REVENUE,619.65
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,KONICA MINOLTA,5122808979,08.03.2024,REVENUE,642.60
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,KONICA MINOLTA,5122809702,11.03.2024,REVENUE,835.20
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,ICT,COMMUNICATIONS & COMPUTING,KONICA MINOLTA,5122814099,25.03.2024,REVENUE,"1,220.52"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122795763,19.01.2024,REVENUE,930.97
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122795774,22.01.2024,REVENUE,"15,715.08"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122798467,30.01.2024,REVENUE,"2,075.41"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122798936,20.02.2024,REVENUE,"1,044.05"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122810441,13.03.2024,REVENUE,471.81
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122810820,13.03.2024,REVENUE,456.58
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122810821,13.03.2024,REVENUE,756.09
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122810443,14.03.2024,REVENUE,"26,356.06"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122810444,14.03.2024,REVENUE,"20,885.42"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122810445,14.03.2024,REVENUE,"23,612.37"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122812958,20.03.2024,REVENUE,"1,502.39"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122812995,20.03.2024,REVENUE,"1,074.66"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122812996,20.03.2024,REVENUE,886.53
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122813181,20.03.2024,REVENUE,"1,105.10"
SUNDERLAND CITY COUNCIL,DIRECTOR OF SMART CITIES & ENABLING SERVICES,DIGITAL & CUSTOMER SERVICES,CORPORATE SERVICES SUPPORT,COMMUNICATIONS & COMPUTING,DATAGRAPHIC LIMITED,5122812992,21.03.2024,REVENUE,"1,939.44"
